id,sender_name,sender_email,subject,body
111,Hannah Smith,hannah.smith@outlook.com,Files missing after update,The application returns a 503 error under normal load. Can you check the server logs and let us know what's causing this? This is urgent and affecting multiple users.
147,Jasper Walker,jasper.walker@cloudwave.com,How to export my data?,"Can someone confirm whether the refund has been initiated? A payment attempt failed and my subscription shows as suspended. The transaction went through on my bank, but the app still shows unpaid. Please let me know what information you need from my side."
44,Automated Sender,billing@umbrella.com,Service down for my team,Our staging server has been down intermittently for the past two hours. The application returns a 503 error under normal load. This is urgent and affecting multiple users. My account ID is 259784.
197,Noah Anderson,noah.anderson89@yahoo.com,Kudos to the team,Support was very helpful and explained the steps clearly. Good job on the recent improvements â€” noticed fewer errors. The new update made the interface much more intuitive.
185,Chris Moore,chris.moore@acme.com,How to export my data?,"A payment attempt failed and my subscription shows as suspended. The transaction went through on my bank, but the app still shows unpaid. Please let me know what information you need from my side. My account ID is 986392."
246,Cameron Hall,cameron.hall@acme.com,Increase your credit score instantly,Verify your account details to receive the gift card.
182,Morgan Wright,morgan.wright28@yahoo.com,Request to add billing contact,If you can enable a temporary password that would help. Could you please reset my password and send the link to my email? I can confirm my identity if required. Please let me know what information you need from my side.
85,Taylor Moore,taylor.moore@wayneenterprises.com,Service down for my team,I'm on Android 12 and the crash happens every time I try to upload a file. The mobile app crashes immediately after tapping 'Start'. This is urgent and affecting multiple users.
203,Kelly Wilson,kelly.wilson@yahoo.com,Positive experience with support,Please consider adding keyboard shortcuts for power users. It would be great if the reports could include CSV export by date range. Can you add an option to filter by user role in the dashboard?
33,Meera Adams,meera.adams39@outlook.com,Server error 500 on reports,"I need help reprocessing the failed payment and restoring access. The transaction went through on my bank, but the app still shows unpaid. A payment attempt failed and my subscription shows as suspended."
114,Liam King,liam.king@umbrella.com,Requesting environment access for QA,Can someone confirm whether the refund has been initiated? This is blocking our team's access to premium features. A payment attempt failed and my subscription shows as suspended. Please let me know what information you need from my side.
177,Sonia Khan,sonia.khan@yahoo.com,Requesting refund for failed payment,Can you add an option to filter by user role in the dashboard? A dark mode would be appreciated for long working hours. This feature would really speed up our daily workflows. Please let me know what information you need from my side.
17,Noah Lopez,noah.lopez@acme.com,Service down for my team,The application returns a 503 error under normal load. We noticed CPU spikes and very slow response times after the update. This is urgent and affecting multiple users. My account ID is 585100.
6,Rakesh Smith,rakesh.smith@cloudwave.com,App crashing on startup,We noticed CPU spikes and very slow response times after the update. Several users reported timeouts when trying to run reports. Can you check the server logs and let us know what's causing this? My account ID is 440035.
239,Asha Khan,asha.khan@outlook.com,Claim your free gift card now,Act now to secure this one-time deal.
194,Hannah Brown,hannah.brown@outlook.com,Feature suggestion for reports,Good job on the recent improvements â€” noticed fewer errors. Support was very helpful and explained the steps clearly. The new update made the interface much more intuitive. My account ID is 363926.
151,Will Thomas,will.thomas@outlook.com,Can I get admin privileges?,"The transaction went through on my bank, but the app still shows unpaid. I need help reprocessing the failed payment and restoring access. Please let me know what information you need from my side."
234,Peyton Khan,peyton.khan@gmail.com,Get cheap software licenses,Verify your account details to receive the gift card.
22,Blake King,blake.king@outlook.com,Server error 500 on reports,Several users reported timeouts when trying to run reports. We noticed CPU spikes and very slow response times after the update. The application returns a 503 error under normal load. Our staging server has been down intermittently for the past two hours. This is urgent and affecting multiple users.
166,Automated Sender,billing@acme.com,Requesting refund for failed payment,If you can enable a temporary password that would help. I've tried the 'forgot password' option but it fails at verification. Please let me know what information you need from my side.
162,Kavita Khan,kavita.khan@starkindustries.com,Can I get admin privileges?,"I don't have access to my recovery phone, so I can't complete the flow. I can confirm my identity if required. Please let me know what information you need from my side."
96,Kelly Patel,kelly.patel@wayneenterprises.com,Payment failed and account suspended,My account shows as locked and I need access for an urgent client call. I'm unable to log in since this morning. This is affecting my ability to complete billing tasks. I tried resetting the password but the reset link doesn't arrive. This is urgent and affecting multiple users.
103,Vince Walker,vince.walker45@gmail.com,Payment failed and account suspended,The application returns a 503 error under normal load. Several users reported timeouts when trying to run reports. This is urgent and affecting multiple users.
51,Vince Johnson,vince.johnson93@gmail.com,Team cannot login after password change,We noticed CPU spikes and very slow response times after the update. Can you check the server logs and let us know what's causing this? The application returns a 503 error under normal load. Our staging server has been down intermittently for the past two hours. This is urgent and affecting multiple users. My account ID is 825391.
34,Arjun Allen,arjun.allen@initech.com,Team cannot login after password change,I tried resetting the password but the reset link doesn't arrive. Every time I enter my credentials I get an 'invalid password' message. My account shows as locked and I need access for an urgent client call.
57,Arjun Lopez,arjun.lopez98@gmail.com,App crashing on startup,"A payment attempt failed and my subscription shows as suspended. The transaction went through on my bank, but the app still shows unpaid. This is blocking our team's access to premium features. I need help reprocessing the failed payment and restoring access. My account ID is 528361."
16,Sophia Scott,sophia.scott@yahoo.com,Server error 500 on reports,Can someone confirm whether the refund has been initiated? This is blocking our team's access to premium features. I need help reprocessing the failed payment and restoring access. This is urgent and affecting multiple users.
4,Chris Hall,chris.hall@company.com,Feature X broke after latest patch,"The transaction went through on my bank, but the app still shows unpaid. A payment attempt failed and my subscription shows as suspended. Can someone confirm whether the refund has been initiated? I need help reprocessing the failed payment and restoring access."
32,Maya Baker,maya.baker@gmail.com,Server error 500 on reports,This is affecting my ability to complete billing tasks. Every time I enter my credentials I get an 'invalid password' message. My account shows as locked and I need access for an urgent client call. I tried resetting the password but the reset link doesn't arrive. This is urgent and affecting multiple users.
36,Automated Sender,it@cloudwave.com,Service down for my team,Please advise on a workaround â€” we need this for our demo tomorrow. I'm on Android 12 and the crash happens every time I try to upload a file. I reinstalled the app but the issue persists.
27,Liam Allen,liam.allen@gmail.com,Unable to access my account - urgent,A payment attempt failed and my subscription shows as suspended. I need help reprocessing the failed payment and restoring access. This is blocking our team's access to premium features.
218,Kavita Gonzalez,kavita.gonzalez@outlook.com,Kudos to the team,This feature would really speed up our daily workflows. It would be great if the reports could include CSV export by date range. A dark mode would be appreciated for long working hours. Thanks again for the team effort.
25,Sunil Hernandez,sunil.hernandez@umbrella.com,Team cannot login after password change,The mobile app crashes immediately after tapping 'Start'. Please advise on a workaround â€” we need this for our demo tomorrow. I reinstalled the app but the issue persists.
201,Nina Anderson,nina.anderson@hotmail.com,Feedback: mobile app layout,"Thanks for resolving the issue quickly, the team really appreciated it. Good job on the recent improvements â€” noticed fewer errors. Thanks again for the team effort."
141,Taylor Wilson,taylor.wilson@gmail.com,Help with two-factor authentication setup,A dark mode would be appreciated for long working hours. This feature would really speed up our daily workflows. Please let me know what information you need from my side. My account ID is 267082.
143,Grace Hall,grace.hall14@hotmail.com,Can I get admin privileges?,"I've tried the 'forgot password' option but it fails at verification. Could you please reset my password and send the link to my email? I don't have access to my recovery phone, so I can't complete the flow. Please let me know what information you need from my side. My account ID is 689107."
220,Yara Adams,yara.adams@yahoo.com,Loving the new onboarding flow,"Thanks for resolving the issue quickly, the team really appreciated it. Support was very helpful and explained the steps clearly. Thanks again for the team effort."
104,Jordan Hill,jordan.hill@globex.com,Files missing after update,My account shows as locked and I need access for an urgent client call. I tried resetting the password but the reset link doesn't arrive. This is affecting my ability to complete billing tasks. Every time I enter my credentials I get an 'invalid password' message. This is urgent and affecting multiple users. My account ID is 563688.
8,Casey Brown,casey.brown@techify.com,Team cannot login after password change,This is affecting my ability to complete billing tasks. My account shows as locked and I need access for an urgent client call. I tried resetting the password but the reset link doesn't arrive. This is urgent and affecting multiple users. My account ID is 245051.
45,Meera Khan,meera.khan@hotmail.com,Severe slowdown on dashboard,This is blocking our team's access to premium features. A payment attempt failed and my subscription shows as suspended. My account ID is 426147.
67,Jasper Gonzalez,jasper.gonzalez@company.com,Severe slowdown on dashboard,I tried resetting the password but the reset link doesn't arrive. My account shows as locked and I need access for an urgent client call. I'm unable to log in since this morning.
77,Elliot King,elliot.king@cloudwave.com,Payment failed and account suspended,Our staging server has been down intermittently for the past two hours. Several users reported timeouts when trying to run reports. My account ID is 482584.
174,Jordan Hill,jordan.hill@hotmail.com,Requesting refund for failed payment,If you can enable a temporary password that would help. Could you please reset my password and send the link to my email? Please let me know what information you need from my side.
13,Morgan Hill,morgan.hill@hotmail.com,Files missing after update,I tried resetting the password but the reset link doesn't arrive. My account shows as locked and I need access for an urgent client call.
132,Siddharth Wright,siddharth.wright@initech.com,Please enable SSO for my account,"Could you please reset my password and send the link to my email? I don't have access to my recovery phone, so I can't complete the flow. Please let me know what information you need from my side."
102,Chris Martin,chris.martin@outlook.com,Feature X broke after latest patch,The mobile app crashes immediately after tapping 'Start'. Attached are the steps to reproduce and a screenshot of the error. I'm on Android 12 and the crash happens every time I try to upload a file. I reinstalled the app but the issue persists. This is urgent and affecting multiple users.
223,Alex Patel,alex.patel@hotmail.com,Feature suggestion for reports,Please consider adding keyboard shortcuts for power users. It would be great if the reports could include CSV export by date range. Thanks again for the team effort. My account ID is 945106.
64,Rakesh Clark,rakesh.clark@techify.com,App crashing on startup,"The transaction went through on my bank, but the app still shows unpaid. I need help reprocessing the failed payment and restoring access. This is blocking our team's access to premium features. Can someone confirm whether the refund has been initiated? This is urgent and affecting multiple users."
183,Automated Sender,it@initech.com,Need access to new project folder,"I don't have access to my recovery phone, so I can't complete the flow. I can confirm my identity if required. Please let me know what information you need from my side."
215,Yara Thomas,yara.thomas@acme.com,Suggestion: more export formats,A dark mode would be appreciated for long working hours. This feature would really speed up our daily workflows. Thanks again for the team effort.
38,Riley King,riley.king@yahoo.com,Email notifications stopped working,Please advise on a workaround â€” we need this for our demo tomorrow. Attached are the steps to reproduce and a screenshot of the error. I reinstalled the app but the issue persists. I'm on Android 12 and the crash happens every time I try to upload a file.
244,Liam Johnson,liam.johnson39@gmail.com,Get cheap software licenses,Transfer funds to unlock your cash prize.
56,Dana Hall,dana.hall@yahoo.com,Feature X broke after latest patch,We noticed CPU spikes and very slow response times after the update. Can you check the server logs and let us know what's causing this? The application returns a 503 error under normal load. Several users reported timeouts when trying to run reports.
11,Nina Smith,nina.smith@netcore.com,Service down for my team,Can you check the server logs and let us know what's causing this? The application returns a 503 error under normal load. Our staging server has been down intermittently for the past two hours. This is urgent and affecting multiple users. My account ID is 916449.
155,Jasper Wright,jasper.wright@hotmail.com,Please enable SSO for my account,If you can enable a temporary password that would help. I can confirm my identity if required. Please let me know what information you need from my side.
179,Sonia Garcia,sonia.garcia71@yahoo.com,Please increase API rate limit,"The transaction went through on my bank, but the app still shows unpaid. This is blocking our team's access to premium features. Can someone confirm whether the refund has been initiated? Please let me know what information you need from my side. My account ID is 697467."
181,Rohit Hall,rohit.hall@yahoo.com,How to export my data?,Could you please reset my password and send the link to my email? I can confirm my identity if required. Please let me know what information you need from my side.
78,Grace Anderson,grace.anderson@globex.com,Payment failed and account suspended,Can you check the server logs and let us know what's causing this? Several users reported timeouts when trying to run reports.
176,Sunil Young,sunil.young@hotmail.com,Requesting refund for failed payment,Can you add an option to filter by user role in the dashboard? A dark mode would be appreciated for long working hours. This feature would really speed up our daily workflows. Please let me know what information you need from my side.
207,Rakesh Anderson,rakesh.anderson@netcore.com,Great update â€” a couple of ideas,This feature would really speed up our daily workflows. It would be great if the reports could include CSV export by date range. Can you add an option to filter by user role in the dashboard?
41,Automated Sender,billing@starkindustries.com,Server error 500 on reports,Please advise on a workaround â€” we need this for our demo tomorrow. I'm on Android 12 and the crash happens every time I try to upload a file. Attached are the steps to reproduce and a screenshot of the error. The mobile app crashes immediately after tapping 'Start'. This is urgent and affecting multiple users.
24,Automated Sender,billing@globex.com,Payment failed and account suspended,"A payment attempt failed and my subscription shows as suspended. The transaction went through on my bank, but the app still shows unpaid. This is urgent and affecting multiple users."
225,Olivia Young,olivia.young@initech.com,Kudos to the team,"Thanks for resolving the issue quickly, the team really appreciated it. The new update made the interface much more intuitive."
68,Riley Gonzalez,riley.gonzalez@hotmail.com,App crashing on startup,Every time I enter my credentials I get an 'invalid password' message. My account shows as locked and I need access for an urgent client call. I'm unable to log in since this morning. This is urgent and affecting multiple users.
119,Dana Hill,dana.hill@company.com,Can I get admin privileges?,"I don't have access to my recovery phone, so I can't complete the flow. If you can enable a temporary password that would help. Please let me know what information you need from my side."
79,Sophia Scott,sophia.scott@starkindustries.com,Email notifications stopped working,I'm unable to log in since this morning. Every time I enter my credentials I get an 'invalid password' message. This is affecting my ability to complete billing tasks.
229,Olivia Thomas,olivia.thomas@cloudwave.com,Exclusive deal just for you,Transfer funds to unlock your cash prize.
54,Frank Sharma,frank.sharma@initech.com,Team cannot login after password change,"The transaction went through on my bank, but the app still shows unpaid. Can someone confirm whether the refund has been initiated? A payment attempt failed and my subscription shows as suspended. I need help reprocessing the failed payment and restoring access."
235,Dana Patel,dana.patel@initech.com,Urgent: Verify your account to avoid closure,"This is a limited time offer, no purchase necessary."
92,Peyton Anderson,peyton.anderson@wayneenterprises.com,Email notifications stopped working,We noticed CPU spikes and very slow response times after the update. Our staging server has been down intermittently for the past two hours. Can you check the server logs and let us know what's causing this? Several users reported timeouts when trying to run reports. This is urgent and affecting multiple users. My account ID is 874683.
138,Anita Johnson,anita.johnson@starkindustries.com,Help with two-factor authentication setup,I can confirm my identity if required. I've tried the 'forgot password' option but it fails at verification. If you can enable a temporary password that would help. Please let me know what information you need from my side.
31,Elliot Smith,elliot.smith@globex.com,Severe slowdown on dashboard,This is affecting my ability to complete billing tasks. My account shows as locked and I need access for an urgent client call. This is urgent and affecting multiple users.
105,Zoe Sharma,zoe.sharma@starkindustries.com,Service down for my team,Can someone confirm whether the refund has been initiated? A payment attempt failed and my subscription shows as suspended. This is blocking our team's access to premium features. This is urgent and affecting multiple users.
81,Sunil Lee,sunil.lee@globex.com,Feature X broke after latest patch,This is affecting my ability to complete billing tasks. Every time I enter my credentials I get an 'invalid password' message. I tried resetting the password but the reset link doesn't arrive. This is urgent and affecting multiple users.
120,Dana Green,dana.green@globex.com,Please increase API rate limit,"I don't have access to my recovery phone, so I can't complete the flow. I've tried the 'forgot password' option but it fails at verification. Please let me know what information you need from my side."
242,Frank Green,frank.green48@outlook.com,Claim your free gift card now,"This is a limited time offer, no purchase necessary."
43,Taylor Brown,taylor.brown@initech.com,App crashing on startup,I reinstalled the app but the issue persists. Attached are the steps to reproduce and a screenshot of the error. I'm on Android 12 and the crash happens every time I try to upload a file.
233,Zoe Hernandez,zoe.hernandez@hotmail.com,Claim your free gift card now,"Transfer funds to unlock your cash prize. This is a limited time offer, no purchase necessary."
40,Jamie Garcia,jamie.garcia89@gmail.com,App crashing on startup,My account shows as locked and I need access for an urgent client call. I tried resetting the password but the reset link doesn't arrive. This is affecting my ability to complete billing tasks. My account ID is 973349.
28,Arjun Lopez,arjun.lopez31@hotmail.com,Payment failed and account suspended,I'm on Android 12 and the crash happens every time I try to upload a file. I reinstalled the app but the issue persists.
150,Sonia Lopez,sonia.lopez18@hotmail.com,How to export my data?,"I can confirm my identity if required. If you can enable a temporary password that would help. I don't have access to my recovery phone, so I can't complete the flow. Please let me know what information you need from my side."
198,Sunil Hill,sunil.hill@yahoo.com,Kudos to the team,"Good job on the recent improvements â€” noticed fewer errors. Thanks for resolving the issue quickly, the team really appreciated it. The new update made the interface much more intuitive. My account ID is 417543."
200,Jordan Scott,jordan.scott@netcore.com,Loving the new onboarding flow,The new update made the interface much more intuitive. Good job on the recent improvements â€” noticed fewer errors. Thanks again for the team effort.
35,Quinn King,quinn.king61@hotmail.com,Payment failed and account suspended,Several users reported timeouts when trying to run reports. Can you check the server logs and let us know what's causing this? This is urgent and affecting multiple users.
52,Sophia Hall,sophia.hall@outlook.com,Team cannot login after password change,"Can someone confirm whether the refund has been initiated? I need help reprocessing the failed payment and restoring access. The transaction went through on my bank, but the app still shows unpaid. This is urgent and affecting multiple users. My account ID is 301939."
20,Sonia Anderson,sonia.anderson75@gmail.com,Team cannot login after password change,Can you check the server logs and let us know what's causing this? Our staging server has been down intermittently for the past two hours. My account ID is 171262.
60,Quinn Singh,quinn.singh@hotmail.com,Email notifications stopped working,I'm unable to log in since this morning. This is affecting my ability to complete billing tasks. My account shows as locked and I need access for an urgent client call.
70,Alex Lopez,alex.lopez84@hotmail.com,Service down for my team,I reinstalled the app but the issue persists. Attached are the steps to reproduce and a screenshot of the error. Please advise on a workaround â€” we need this for our demo tomorrow. This is urgent and affecting multiple users.
116,Peyton Singh,peyton.singh@yahoo.com,Requesting environment access for QA,If you can enable a temporary password that would help. Could you please reset my password and send the link to my email? Please let me know what information you need from my side.
82,Anita Martin,anita.martin@starkindustries.com,Unable to access my account - urgent,My account shows as locked and I need access for an urgent client call. I'm unable to log in since this morning. This is affecting my ability to complete billing tasks. This is urgent and affecting multiple users.
84,Jordan Wright,jordan.wright@starkindustries.com,Files missing after update,I reinstalled the app but the issue persists. The mobile app crashes immediately after tapping 'Start'.
189,Taylor Khan,taylor.khan@outlook.com,Feature suggestion for reports,A dark mode would be appreciated for long working hours. It would be great if the reports could include CSV export by date range. This feature would really speed up our daily workflows. Thanks again for the team effort.
213,Will Johnson,will.johnson@techify.com,Feedback: mobile app layout,"Good job on the recent improvements â€” noticed fewer errors. Thanks for resolving the issue quickly, the team really appreciated it."
180,Xavier Hernandez,xavier.hernandez@techify.com,Request to add billing contact,If you can enable a temporary password that would help. I can confirm my identity if required. Could you please reset my password and send the link to my email? Please let me know what information you need from my side.
101,Ian Allen,ian.allen@gmail.com,Server error 500 on reports,Can someone confirm whether the refund has been initiated? A payment attempt failed and my subscription shows as suspended. My account ID is 748151.
206,Siddharth Johnson,siddharth.johnson97@gmail.com,Feature suggestion for reports,Good job on the recent improvements â€” noticed fewer errors. Overall experience has improved since the last release. Thanks again for the team effort. My account ID is 803281.
238,Tyler Clark,tyler.clark@gmail.com,Congratulations! You won a prize,"Act now to secure this one-time deal. This is a limited time offer, no purchase necessary."
