ï»¿id,sender_name,sender_email,subject,body,cleaned_text,category,urgency
130,Drew Khan,drew.khan24@outlook.com,Help with two-factor authentication setup,I've tried the 'forgot password' option but it fails at verification. If you can enable a temporary password that would help. Could you please reset my password and send the link to my email? Please let me know what information you need from my side.,help twofactor authentication setup ive tried forgot password option fails verification enable temporary password would help could please reset password send link email please let know information need side,request,medium
158,Anita Hall,anita.hall@hotmail.com,Please enable SSO for my account,"The transaction went through on my bank, but the app still shows unpaid. A payment attempt failed and my subscription shows as suspended. This is blocking our team's access to premium features. Please let me know what information you need from my side. My account ID is 581206.",please enable sso account transaction went bank app still show unpaid payment attempt failed subscription show suspended blocking team access premium feature please let know information need side account id 581206,feedback,low
29,Frank Smith,frank.smith@umbrella.com,Service down for my team,Attached are the steps to reproduce and a screenshot of the error. I'm on Android 12 and the crash happens every time I try to upload a file. This is urgent and affecting multiple users.,service team attached step reproduce screenshot error im android 12 crash happens every time try upload file urgent affecting multiple user,feedback,high
195,Priya Young,priya.young@techify.com,Positive experience with support,Can you add an option to filter by user role in the dashboard? A dark mode would be appreciated for long working hours. Thanks again for the team effort.,positive experience support add option filter user role dashboard dark mode would appreciated long working hour thanks team effort,feedback,low
214,Dana Hill,dana.hill@techify.com,Positive experience with support,"Overall experience has improved since the last release. Support was very helpful and explained the steps clearly. Thanks for resolving the issue quickly, the team really appreciated it.",positive experience support overall experience improved since last release support helpful explained step clearly thanks resolving issue quickly team really appreciated,complaint,medium
210,Arjun Sharma,arjun.sharma@hotmail.com,Thanks for the quick fix!,Can you add an option to filter by user role in the dashboard? Please consider adding keyboard shortcuts for power users.,thanks quick fix add option filter user role dashboard please consider adding keyboard shortcut power user,feedback,low
196,Jasper Clark,jasper.clark@company.com,Loving the new onboarding flow,A dark mode would be appreciated for long working hours. This feature would really speed up our daily workflows.,loving new onboarding flow dark mode would appreciated long working hour feature would really speed daily workflow,feedback,low
237,Rohit Baker,rohit.baker4@outlook.com,Increase your credit score instantly,Verify your account details to receive the gift card. You've won! Click the link to claim your reward now.,increase credit score instantly verify account detail receive gift card youve click link claim reward,spam,low
50,Jasper Patel,jasper.patel@hotmail.com,Files missing after update,Several users reported timeouts when trying to run reports. Can you check the server logs and let us know what's causing this? The application returns a 503 error under normal load.,file missing update several user reported timeouts trying run report check server log let u know whats causing application return 503 error normal load,feedback,low
42,Rohit Smith,rohit.smith@hotmail.com,Feature X broke after latest patch,My account shows as locked and I need access for an urgent client call. I'm unable to log in since this morning. This is urgent and affecting multiple users.,feature x broke latest patch account show locked need access urgent client call im unable log since morning urgent affecting multiple user,feedback,high
65,Siddharth Smith,siddharth.smith@umbrella.com,Unable to access my account - urgent,I'm unable to log in since this morning. Every time I enter my credentials I get an 'invalid password' message. This is affecting my ability to complete billing tasks. My account ID is 972565.,unable access account urgent im unable log since morning every time enter credential get invalid password message affecting ability complete billing task account id 972565,feedback,high
73,Peyton Garcia,peyton.garcia53@outlook.com,Payment failed and account suspended,Our staging server has been down intermittently for the past two hours. We noticed CPU spikes and very slow response times after the update. My account ID is 711484.,payment failed account suspended staging server intermittently past two hour noticed cpu spike slow response time update account id 711484,feedback,low
148,Zoe Wilson,zoe.wilson@hotmail.com,Request: password reset,"This is blocking our team's access to premium features. The transaction went through on my bank, but the app still shows unpaid. I need help reprocessing the failed payment and restoring access. Please let me know what information you need from my side. My account ID is 603787.",request password reset blocking team access premium feature transaction went bank app still show unpaid need help reprocessing failed payment restoring access please let know information need side account id 603787,request,medium
139,Hannah Clark,hannah.clark8@hotmail.com,Help with two-factor authentication setup,"The transaction went through on my bank, but the app still shows unpaid. I need help reprocessing the failed payment and restoring access. Can someone confirm whether the refund has been initiated? Please let me know what information you need from my side. My account ID is 853258.",help twofactor authentication setup transaction went bank app still show unpaid need help reprocessing failed payment restoring access someone confirm whether refund initiated please let know information need side account id 853258,request,medium
190,Xavier Moore,xavier.moore@outlook.com,Great update Ã¢â¬â a couple of ideas,This feature would really speed up our daily workflows. A dark mode would be appreciated for long working hours.,great update ã¢â¬â couple idea feature would really speed daily workflow dark mode would appreciated long working hour,feedback,low
228,Vince Baker,vince.baker@gmail.com,Increase your credit score instantly,"This is a limited time offer, no purchase necessary. Transfer funds to unlock your cash prize.",increase credit score instantly limited time offer purchase necessary transfer fund unlock cash prize,spam,low
62,Olivia Anderson,olivia.anderson@outlook.com,Payment failed and account suspended,Can someone confirm whether the refund has been initiated? I need help reprocessing the failed payment and restoring access. This is blocking our team's access to premium features.,payment failed account suspended someone confirm whether refund initiated need help reprocessing failed payment restoring access blocking team access premium feature,request,medium
46,Hannah Allen,hannah.allen@gmail.com,Server error 500 on reports,Our staging server has been down intermittently for the past two hours. The application returns a 503 error under normal load. This is urgent and affecting multiple users.,server error 500 report staging server intermittently past two hour application return 503 error normal load urgent affecting multiple user,feedback,high
236,Vince Walker,vince.walker@outlook.com,Limited time offer Ã¢â¬â act now,Verify your account details to receive the gift card.,limited time offer ã¢â¬â act verify account detail receive gift card,spam,low
248,Casey Wright,casey.wright6@gmail.com,You've been selected for a cash reward,Verify your account details to receive the gift card. Transfer funds to unlock your cash prize.,youve selected cash reward verify account detail receive gift card transfer fund unlock cash prize,feedback,low
49,Peyton Green,peyton.green@techify.com,Severe slowdown on dashboard,A payment attempt failed and my subscription shows as suspended. I need help reprocessing the failed payment and restoring access. My account ID is 587282.,severe slowdown dashboard payment attempt failed subscription show suspended need help reprocessing failed payment restoring access account id 587282,complaint,medium
3,Blake Hill,blake.hill@yahoo.com,Service down for my team,This is blocking our team's access to premium features. I need help reprocessing the failed payment and restoring access. A payment attempt failed and my subscription shows as suspended.,service team blocking team access premium feature need help reprocessing failed payment restoring access payment attempt failed subscription show suspended,request,medium
153,Kelly Hill,kelly.hill@hotmail.com,Can I get admin privileges?,If you can enable a temporary password that would help. I've tried the 'forgot password' option but it fails at verification. I can confirm my identity if required. Please let me know what information you need from my side.,get admin privilege enable temporary password would help ive tried forgot password option fails verification confirm identity required please let know information need side,request,medium
241,Xavier Scott,xavier.scott@acme.com,This is not a scam Ã¢â¬â claim prize,Verify your account details to receive the gift card.,scam ã¢â¬â claim prize verify account detail receive gift card,feedback,low
125,Frank Khan,frank.khan@wayneenterprises.com,Help with two-factor authentication setup,Can someone confirm whether the refund has been initiated? I need help reprocessing the failed payment and restoring access. A payment attempt failed and my subscription shows as suspended. Please let me know what information you need from my side.,help twofactor authentication setup someone confirm whether refund initiated need help reprocessing failed payment restoring access payment attempt failed subscription show suspended please let know information need side,request,medium
227,Anita Sharma,anita.sharma@starkindustries.com,You've been selected for a cash reward,Transfer funds to unlock your cash prize. You've won! Click the link to claim your reward now.,youve selected cash reward transfer fund unlock cash prize youve click link claim reward,spam,low
160,Jordan Garcia,jordan.garcia@gmail.com,Request: password reset,"I don't have access to my recovery phone, so I can't complete the flow. If you can enable a temporary password that would help. I can confirm my identity if required. Please let me know what information you need from my side.",request password reset dont access recovery phone cant complete flow enable temporary password would help confirm identity required please let know information need side,request,medium
217,Tyler Garcia,tyler.garcia@hotmail.com,Minor UI suggestion,Please consider adding keyboard shortcuts for power users. It would be great if the reports could include CSV export by date range. A dark mode would be appreciated for long working hours.,minor ui suggestion please consider adding keyboard shortcut power user would great report could include csv export date range dark mode would appreciated long working hour,feedback,low
212,Ryan Hill,ryan.hill@outlook.com,Kudos to the team,Good job on the recent improvements Ã¢â¬â noticed fewer errors. Overall experience has improved since the last release.,kudos team good job recent improvement ã¢â¬â noticed fewer error overall experience improved since last release,feedback,low
164,Taylor Green,taylor.green@gmail.com,Please increase API rate limit,A dark mode would be appreciated for long working hours. Please consider adding keyboard shortcuts for power users. Please let me know what information you need from my side. My account ID is 315379.,please increase api rate limit dark mode would appreciated long working hour please consider adding keyboard shortcut power user please let know information need side account id 315379,feedback,low
83,Meera Lopez,meera.lopez@outlook.com,Feature X broke after latest patch,The application returns a 503 error under normal load. We noticed CPU spikes and very slow response times after the update. Several users reported timeouts when trying to run reports. Our staging server has been down intermittently for the past two hours.,feature x broke latest patch application return 503 error normal load noticed cpu spike slow response time update several user reported timeouts trying run report staging server intermittently past two hour,feedback,low
250,Peyton King,peyton.king@gmail.com,You've been selected for a cash reward,Verify your account details to receive the gift card. Act now to secure this one-time deal.,youve selected cash reward verify account detail receive gift card act secure onetime deal,feedback,low
108,Liam Gonzalez,liam.gonzalez@wayneenterprises.com,Server error 500 on reports,"This is blocking our team's access to premium features. A payment attempt failed and my subscription shows as suspended. I need help reprocessing the failed payment and restoring access. The transaction went through on my bank, but the app still shows unpaid. This is urgent and affecting multiple users. My account ID is 811332.",server error 500 report blocking team access premium feature payment attempt failed subscription show suspended need help reprocessing failed payment restoring access transaction went bank app still show unpaid urgent affecting multiple user account id 811332,request,high
202,Quinn Thomas,quinn.thomas@yahoo.com,Great update Ã¢â¬â a couple of ideas,"Thanks for resolving the issue quickly, the team really appreciated it. Support was very helpful and explained the steps clearly. Overall experience has improved since the last release. Thanks again for the team effort.",great update ã¢â¬â couple idea thanks resolving issue quickly team really appreciated support helpful explained step clearly overall experience improved since last release thanks team effort,complaint,medium
99,Vince King,vince.king@hotmail.com,Feature X broke after latest patch,Every time I enter my credentials I get an 'invalid password' message. I tried resetting the password but the reset link doesn't arrive.,feature x broke latest patch every time enter credential get invalid password message tried resetting password reset link doesnt arrive,feedback,low
245,Asha Hill,asha.hill70@hotmail.com,You've been selected for a cash reward,You've won! Click the link to claim your reward now.,youve selected cash reward youve click link claim reward,spam,low
23,Morgan Hall,morgan.hall34@gmail.com,Email notifications stopped working,I tried resetting the password but the reset link doesn't arrive. This is affecting my ability to complete billing tasks. This is urgent and affecting multiple users.,email notification stopped working tried resetting password reset link doesnt arrive affecting ability complete billing task urgent affecting multiple user,feedback,high
247,Sonia Lopez,sonia.lopez@hotmail.com,You've been selected for a cash reward,Transfer funds to unlock your cash prize.,youve selected cash reward transfer fund unlock cash prize,feedback,low
123,Asha King,asha.king@yahoo.com,Please enable SSO for my account,Please consider adding keyboard shortcuts for power users. It would be great if the reports could include CSV export by date range. Please let me know what information you need from my side.,please enable sso account please consider adding keyboard shortcut power user would great report could include csv export date range please let know information need side,feedback,low
106,Arjun Young,arjun.young@globex.com,Files missing after update,I'm unable to log in since this morning. My account shows as locked and I need access for an urgent client call. I tried resetting the password but the reset link doesn't arrive. This is affecting my ability to complete billing tasks. This is urgent and affecting multiple users.,file missing update im unable log since morning account show locked need access urgent client call tried resetting password reset link doesnt arrive affecting ability complete billing task urgent affecting multiple user,feedback,high
152,Asha Wilson,asha.wilson@outlook.com,Requesting environment access for QA,"I've tried the 'forgot password' option but it fails at verification. I can confirm my identity if required. I don't have access to my recovery phone, so I can't complete the flow. Please let me know what information you need from my side. My account ID is 809489.",requesting environment access qa ive tried forgot password option fails verification confirm identity required dont access recovery phone cant complete flow please let know information need side account id 809489,request,low
76,Sam Green,sam.green@starkindustries.com,Severe slowdown on dashboard,I'm unable to log in since this morning. My account shows as locked and I need access for an urgent client call. Every time I enter my credentials I get an 'invalid password' message. This is affecting my ability to complete billing tasks.,severe slowdown dashboard im unable log since morning account show locked need access urgent client call every time enter credential get invalid password message affecting ability complete billing task,complaint,high
63,Chris Anderson,chris.anderson15@hotmail.com,Server error 500 on reports,This is affecting my ability to complete billing tasks. My account shows as locked and I need access for an urgent client call. My account ID is 479353.,server error 500 report affecting ability complete billing task account show locked need access urgent client call account id 479353,feedback,high
9,Nina Sharma,nina.sharma@gmail.com,Payment failed and account suspended,Can you check the server logs and let us know what's causing this? Our staging server has been down intermittently for the past two hours. The application returns a 503 error under normal load. This is urgent and affecting multiple users.,payment failed account suspended check server log let u know whats causing staging server intermittently past two hour application return 503 error normal load urgent affecting multiple user,feedback,high
39,Nina Lee,nina.lee@outlook.com,Team cannot login after password change,I'm on Android 12 and the crash happens every time I try to upload a file. I reinstalled the app but the issue persists. Please advise on a workaround Ã¢â¬â we need this for our demo tomorrow. The mobile app crashes immediately after tapping 'Start'. My account ID is 452161.,team cannot login password change im android 12 crash happens every time try upload file reinstalled app issue persists please advise workaround ã¢â¬â need demo tomorrow mobile app crash immediately tapping start account id 452161,complaint,high
115,Elliot Sharma,elliot.sharma@initech.com,Request to add billing contact,I've tried the 'forgot password' option but it fails at verification. Could you please reset my password and send the link to my email? Please let me know what information you need from my side.,request add billing contact ive tried forgot password option fails verification could please reset password send link email please let know information need side,request,low
72,Sonia Singh,sonia.singh@yahoo.com,Service down for my team,I reinstalled the app but the issue persists. The mobile app crashes immediately after tapping 'Start'. This is urgent and affecting multiple users.,service team reinstalled app issue persists mobile app crash immediately tapping start urgent affecting multiple user,complaint,high
71,Maya Anderson,maya.anderson@netcore.com,Files missing after update,This is affecting my ability to complete billing tasks. I'm unable to log in since this morning. This is urgent and affecting multiple users.,file missing update affecting ability complete billing task im unable log since morning urgent affecting multiple user,feedback,high
48,Liam Hernandez,liam.hernandez@hotmail.com,Payment failed and account suspended,Please advise on a workaround Ã¢â¬â we need this for our demo tomorrow. I reinstalled the app but the issue persists.,payment failed account suspended please advise workaround ã¢â¬â need demo tomorrow reinstalled app issue persists,complaint,low
55,Taylor Brown,taylor.brown@yahoo.com,Service down for my team,The mobile app crashes immediately after tapping 'Start'. Please advise on a workaround Ã¢â¬â we need this for our demo tomorrow. Attached are the steps to reproduce and a screenshot of the error. This is urgent and affecting multiple users.,service team mobile app crash immediately tapping start please advise workaround ã¢â¬â need demo tomorrow attached step reproduce screenshot error urgent affecting multiple user,feedback,high
91,Anita Hernandez,anita.hernandez@gmail.com,App crashing on startup,I'm on Android 12 and the crash happens every time I try to upload a file. Attached are the steps to reproduce and a screenshot of the error. Please advise on a workaround Ã¢â¬â we need this for our demo tomorrow.,app crashing startup im android 12 crash happens every time try upload file attached step reproduce screenshot error please advise workaround ã¢â¬â need demo tomorrow,feedback,low
193,Alex Wilson,alex.wilson@company.com,Feedback: mobile app layout,This feature would really speed up our daily workflows. Can you add an option to filter by user role in the dashboard? My account ID is 499226.,feedback mobile app layout feature would really speed daily workflow add option filter user role dashboard account id 499226,feedback,low
110,Jamie Young,jamie.young@company.com,Service down for my team,Can someone confirm whether the refund has been initiated? I need help reprocessing the failed payment and restoring access. A payment attempt failed and my subscription shows as suspended. This is blocking our team's access to premium features.,service team someone confirm whether refund initiated need help reprocessing failed payment restoring access payment attempt failed subscription show suspended blocking team access premium feature,request,medium
98,Quinn King,quinn.king@starkindustries.com,Feature X broke after latest patch,I reinstalled the app but the issue persists. I'm on Android 12 and the crash happens every time I try to upload a file. Please advise on a workaround Ã¢â¬â we need this for our demo tomorrow. This is urgent and affecting multiple users.,feature x broke latest patch reinstalled app issue persists im android 12 crash happens every time try upload file please advise workaround ã¢â¬â need demo tomorrow urgent affecting multiple user,complaint,high
192,Pat Garcia,pat.garcia56@outlook.com,Kudos to the team,It would be great if the reports could include CSV export by date range. This feature would really speed up our daily workflows. My account ID is 727094.,kudos team would great report could include csv export date range feature would really speed daily workflow account id 727094,feedback,low
128,Sam Garcia,sam.garcia@yahoo.com,Requesting environment access for QA,"Could you please reset my password and send the link to my email? I don't have access to my recovery phone, so I can't complete the flow. Please let me know what information you need from my side.",requesting environment access qa could please reset password send link email dont access recovery phone cant complete flow please let know information need side,request,low
199,Siddharth Martin,siddharth.martin@yahoo.com,Feature suggestion for reports,This feature would really speed up our daily workflows. Please consider adding keyboard shortcuts for power users. A dark mode would be appreciated for long working hours.,feature suggestion report feature would really speed daily workflow please consider adding keyboard shortcut power user dark mode would appreciated long working hour,feedback,low
111,Hannah Smith,hannah.smith@outlook.com,Files missing after update,The application returns a 503 error under normal load. Can you check the server logs and let us know what's causing this? This is urgent and affecting multiple users.,file missing update application return 503 error normal load check server log let u know whats causing urgent affecting multiple user,feedback,high
147,Jasper Walker,jasper.walker@cloudwave.com,How to export my data?,"Can someone confirm whether the refund has been initiated? A payment attempt failed and my subscription shows as suspended. The transaction went through on my bank, but the app still shows unpaid. Please let me know what information you need from my side.",export data someone confirm whether refund initiated payment attempt failed subscription show suspended transaction went bank app still show unpaid please let know information need side,request,medium
44,Automated Sender,billing@umbrella.com,Service down for my team,Our staging server has been down intermittently for the past two hours. The application returns a 503 error under normal load. This is urgent and affecting multiple users. My account ID is 259784.,service team staging server intermittently past two hour application return 503 error normal load urgent affecting multiple user account id 259784,feedback,high
197,Noah Anderson,noah.anderson89@yahoo.com,Kudos to the team,Support was very helpful and explained the steps clearly. Good job on the recent improvements Ã¢â¬â noticed fewer errors. The new update made the interface much more intuitive.,kudos team support helpful explained step clearly good job recent improvement ã¢â¬â noticed fewer error new update made interface much intuitive,request,medium
185,Chris Moore,chris.moore@acme.com,How to export my data?,"A payment attempt failed and my subscription shows as suspended. The transaction went through on my bank, but the app still shows unpaid. Please let me know what information you need from my side. My account ID is 986392.",export data payment attempt failed subscription show suspended transaction went bank app still show unpaid please let know information need side account id 986392,feedback,low
246,Cameron Hall,cameron.hall@acme.com,Increase your credit score instantly,Verify your account details to receive the gift card.,increase credit score instantly verify account detail receive gift card,feedback,low
182,Morgan Wright,morgan.wright28@yahoo.com,Request to add billing contact,If you can enable a temporary password that would help. Could you please reset my password and send the link to my email? I can confirm my identity if required. Please let me know what information you need from my side.,request add billing contact enable temporary password would help could please reset password send link email confirm identity required please let know information need side,request,medium
85,Taylor Moore,taylor.moore@wayneenterprises.com,Service down for my team,I'm on Android 12 and the crash happens every time I try to upload a file. The mobile app crashes immediately after tapping 'Start'. This is urgent and affecting multiple users.,service team im android 12 crash happens every time try upload file mobile app crash immediately tapping start urgent affecting multiple user,feedback,high
203,Kelly Wilson,kelly.wilson@yahoo.com,Positive experience with support,Please consider adding keyboard shortcuts for power users. It would be great if the reports could include CSV export by date range. Can you add an option to filter by user role in the dashboard?,positive experience support please consider adding keyboard shortcut power user would great report could include csv export date range add option filter user role dashboard,feedback,low
33,Meera Adams,meera.adams39@outlook.com,Server error 500 on reports,"I need help reprocessing the failed payment and restoring access. The transaction went through on my bank, but the app still shows unpaid. A payment attempt failed and my subscription shows as suspended.",server error 500 report need help reprocessing failed payment restoring access transaction went bank app still show unpaid payment attempt failed subscription show suspended,request,medium
114,Liam King,liam.king@umbrella.com,Requesting environment access for QA,Can someone confirm whether the refund has been initiated? This is blocking our team's access to premium features. A payment attempt failed and my subscription shows as suspended. Please let me know what information you need from my side.,requesting environment access qa someone confirm whether refund initiated blocking team access premium feature payment attempt failed subscription show suspended please let know information need side,request,medium
177,Sonia Khan,sonia.khan@yahoo.com,Requesting refund for failed payment,Can you add an option to filter by user role in the dashboard? A dark mode would be appreciated for long working hours. This feature would really speed up our daily workflows. Please let me know what information you need from my side.,requesting refund failed payment add option filter user role dashboard dark mode would appreciated long working hour feature would really speed daily workflow please let know information need side,request,medium
17,Noah Lopez,noah.lopez@acme.com,Service down for my team,The application returns a 503 error under normal load. We noticed CPU spikes and very slow response times after the update. This is urgent and affecting multiple users. My account ID is 585100.,service team application return 503 error normal load noticed cpu spike slow response time update urgent affecting multiple user account id 585100,feedback,high
6,Rakesh Smith,rakesh.smith@cloudwave.com,App crashing on startup,We noticed CPU spikes and very slow response times after the update. Several users reported timeouts when trying to run reports. Can you check the server logs and let us know what's causing this? My account ID is 440035.,app crashing startup noticed cpu spike slow response time update several user reported timeouts trying run report check server log let u know whats causing account id 440035,feedback,low
239,Asha Khan,asha.khan@outlook.com,Claim your free gift card now,Act now to secure this one-time deal.,claim free gift card act secure onetime deal,feedback,low
194,Hannah Brown,hannah.brown@outlook.com,Feature suggestion for reports,Good job on the recent improvements Ã¢â¬â noticed fewer errors. Support was very helpful and explained the steps clearly. The new update made the interface much more intuitive. My account ID is 363926.,feature suggestion report good job recent improvement ã¢â¬â noticed fewer error support helpful explained step clearly new update made interface much intuitive account id 363926,request,medium
151,Will Thomas,will.thomas@outlook.com,Can I get admin privileges?,"The transaction went through on my bank, but the app still shows unpaid. I need help reprocessing the failed payment and restoring access. Please let me know what information you need from my side.",get admin privilege transaction went bank app still show unpaid need help reprocessing failed payment restoring access please let know information need side,request,medium
234,Peyton Khan,peyton.khan@gmail.com,Get cheap software licenses,Verify your account details to receive the gift card.,get cheap software license verify account detail receive gift card,feedback,low
22,Blake King,blake.king@outlook.com,Server error 500 on reports,Several users reported timeouts when trying to run reports. We noticed CPU spikes and very slow response times after the update. The application returns a 503 error under normal load. Our staging server has been down intermittently for the past two hours. This is urgent and affecting multiple users.,server error 500 report several user reported timeouts trying run report noticed cpu spike slow response time update application return 503 error normal load staging server intermittently past two hour urgent affecting multiple user,feedback,high
166,Automated Sender,billing@acme.com,Requesting refund for failed payment,If you can enable a temporary password that would help. I've tried the 'forgot password' option but it fails at verification. Please let me know what information you need from my side.,requesting refund failed payment enable temporary password would help ive tried forgot password option fails verification please let know information need side,request,medium
162,Kavita Khan,kavita.khan@starkindustries.com,Can I get admin privileges?,"I don't have access to my recovery phone, so I can't complete the flow. I can confirm my identity if required. Please let me know what information you need from my side.",get admin privilege dont access recovery phone cant complete flow confirm identity required please let know information need side,feedback,low
96,Kelly Patel,kelly.patel@wayneenterprises.com,Payment failed and account suspended,My account shows as locked and I need access for an urgent client call. I'm unable to log in since this morning. This is affecting my ability to complete billing tasks. I tried resetting the password but the reset link doesn't arrive. This is urgent and affecting multiple users.,payment failed account suspended account show locked need access urgent client call im unable log since morning affecting ability complete billing task tried resetting password reset link doesnt arrive urgent affecting multiple user,feedback,high
103,Vince Walker,vince.walker45@gmail.com,Payment failed and account suspended,The application returns a 503 error under normal load. Several users reported timeouts when trying to run reports. This is urgent and affecting multiple users.,payment failed account suspended application return 503 error normal load several user reported timeouts trying run report urgent affecting multiple user,feedback,high
51,Vince Johnson,vince.johnson93@gmail.com,Team cannot login after password change,We noticed CPU spikes and very slow response times after the update. Can you check the server logs and let us know what's causing this? The application returns a 503 error under normal load. Our staging server has been down intermittently for the past two hours. This is urgent and affecting multiple users. My account ID is 825391.,team cannot login password change noticed cpu spike slow response time update check server log let u know whats causing application return 503 error normal load staging server intermittently past two hour urgent affecting multiple user account id 825391,feedback,high
34,Arjun Allen,arjun.allen@initech.com,Team cannot login after password change,I tried resetting the password but the reset link doesn't arrive. Every time I enter my credentials I get an 'invalid password' message. My account shows as locked and I need access for an urgent client call.,team cannot login password change tried resetting password reset link doesnt arrive every time enter credential get invalid password message account show locked need access urgent client call,feedback,high
57,Arjun Lopez,arjun.lopez98@gmail.com,App crashing on startup,"A payment attempt failed and my subscription shows as suspended. The transaction went through on my bank, but the app still shows unpaid. This is blocking our team's access to premium features. I need help reprocessing the failed payment and restoring access. My account ID is 528361.",app crashing startup payment attempt failed subscription show suspended transaction went bank app still show unpaid blocking team access premium feature need help reprocessing failed payment restoring access account id 528361,request,medium
16,Sophia Scott,sophia.scott@yahoo.com,Server error 500 on reports,Can someone confirm whether the refund has been initiated? This is blocking our team's access to premium features. I need help reprocessing the failed payment and restoring access. This is urgent and affecting multiple users.,server error 500 report someone confirm whether refund initiated blocking team access premium feature need help reprocessing failed payment restoring access urgent affecting multiple user,request,high
4,Chris Hall,chris.hall@company.com,Feature X broke after latest patch,"The transaction went through on my bank, but the app still shows unpaid. A payment attempt failed and my subscription shows as suspended. Can someone confirm whether the refund has been initiated? I need help reprocessing the failed payment and restoring access.",feature x broke latest patch transaction went bank app still show unpaid payment attempt failed subscription show suspended someone confirm whether refund initiated need help reprocessing failed payment restoring access,request,medium
32,Maya Baker,maya.baker@gmail.com,Server error 500 on reports,This is affecting my ability to complete billing tasks. Every time I enter my credentials I get an 'invalid password' message. My account shows as locked and I need access for an urgent client call. I tried resetting the password but the reset link doesn't arrive. This is urgent and affecting multiple users.,server error 500 report affecting ability complete billing task every time enter credential get invalid password message account show locked need access urgent client call tried resetting password reset link doesnt arrive urgent affecting multiple user,feedback,high
36,Automated Sender,it@cloudwave.com,Service down for my team,Please advise on a workaround Ã¢â¬â we need this for our demo tomorrow. I'm on Android 12 and the crash happens every time I try to upload a file. I reinstalled the app but the issue persists.,service team please advise workaround ã¢â¬â need demo tomorrow im android 12 crash happens every time try upload file reinstalled app issue persists,complaint,low
27,Liam Allen,liam.allen@gmail.com,Unable to access my account - urgent,A payment attempt failed and my subscription shows as suspended. I need help reprocessing the failed payment and restoring access. This is blocking our team's access to premium features.,unable access account urgent payment attempt failed subscription show suspended need help reprocessing failed payment restoring access blocking team access premium feature,request,high
218,Kavita Gonzalez,kavita.gonzalez@outlook.com,Kudos to the team,This feature would really speed up our daily workflows. It would be great if the reports could include CSV export by date range. A dark mode would be appreciated for long working hours. Thanks again for the team effort.,kudos team feature would really speed daily workflow would great report could include csv export date range dark mode would appreciated long working hour thanks team effort,feedback,low
25,Sunil Hernandez,sunil.hernandez@umbrella.com,Team cannot login after password change,The mobile app crashes immediately after tapping 'Start'. Please advise on a workaround Ã¢â¬â we need this for our demo tomorrow. I reinstalled the app but the issue persists.,team cannot login password change mobile app crash immediately tapping start please advise workaround ã¢â¬â need demo tomorrow reinstalled app issue persists,complaint,high
201,Nina Anderson,nina.anderson@hotmail.com,Feedback: mobile app layout,"Thanks for resolving the issue quickly, the team really appreciated it. Good job on the recent improvements Ã¢â¬â noticed fewer errors. Thanks again for the team effort.",feedback mobile app layout thanks resolving issue quickly team really appreciated good job recent improvement ã¢â¬â noticed fewer error thanks team effort,complaint,low
141,Taylor Wilson,taylor.wilson@gmail.com,Help with two-factor authentication setup,A dark mode would be appreciated for long working hours. This feature would really speed up our daily workflows. Please let me know what information you need from my side. My account ID is 267082.,help twofactor authentication setup dark mode would appreciated long working hour feature would really speed daily workflow please let know information need side account id 267082,request,medium
143,Grace Hall,grace.hall14@hotmail.com,Can I get admin privileges?,"I've tried the 'forgot password' option but it fails at verification. Could you please reset my password and send the link to my email? I don't have access to my recovery phone, so I can't complete the flow. Please let me know what information you need from my side. My account ID is 689107.",get admin privilege ive tried forgot password option fails verification could please reset password send link email dont access recovery phone cant complete flow please let know information need side account id 689107,feedback,low
220,Yara Adams,yara.adams@yahoo.com,Loving the new onboarding flow,"Thanks for resolving the issue quickly, the team really appreciated it. Support was very helpful and explained the steps clearly. Thanks again for the team effort.",loving new onboarding flow thanks resolving issue quickly team really appreciated support helpful explained step clearly thanks team effort,complaint,medium
104,Jordan Hill,jordan.hill@globex.com,Files missing after update,My account shows as locked and I need access for an urgent client call. I tried resetting the password but the reset link doesn't arrive. This is affecting my ability to complete billing tasks. Every time I enter my credentials I get an 'invalid password' message. This is urgent and affecting multiple users. My account ID is 563688.,file missing update account show locked need access urgent client call tried resetting password reset link doesnt arrive affecting ability complete billing task every time enter credential get invalid password message urgent affecting multiple user account id 563688,feedback,high
8,Casey Brown,casey.brown@techify.com,Team cannot login after password change,This is affecting my ability to complete billing tasks. My account shows as locked and I need access for an urgent client call. I tried resetting the password but the reset link doesn't arrive. This is urgent and affecting multiple users. My account ID is 245051.,team cannot login password change affecting ability complete billing task account show locked need access urgent client call tried resetting password reset link doesnt arrive urgent affecting multiple user account id 245051,feedback,high
45,Meera Khan,meera.khan@hotmail.com,Severe slowdown on dashboard,This is blocking our team's access to premium features. A payment attempt failed and my subscription shows as suspended. My account ID is 426147.,severe slowdown dashboard blocking team access premium feature payment attempt failed subscription show suspended account id 426147,complaint,low
67,Jasper Gonzalez,jasper.gonzalez@company.com,Severe slowdown on dashboard,I tried resetting the password but the reset link doesn't arrive. My account shows as locked and I need access for an urgent client call. I'm unable to log in since this morning.,severe slowdown dashboard tried resetting password reset link doesnt arrive account show locked need access urgent client call im unable log since morning,complaint,high
77,Elliot King,elliot.king@cloudwave.com,Payment failed and account suspended,Our staging server has been down intermittently for the past two hours. Several users reported timeouts when trying to run reports. My account ID is 482584.,payment failed account suspended staging server intermittently past two hour several user reported timeouts trying run report account id 482584,feedback,low
